gene,E14Tg2a-1,E14Tg2a-2,E14Tg2a-3,OctGip-1,OctGip-2,OctGip-3,OKO160-1,OKO160-2,OKO160-3,Z6-1,Z6-2,Z6-3
Cwf19l2,8.8602,8.9447,8.9804,8.9697,9.0966,8.8322,8.9568,8.9905,8.7634,9.0289,8.9456,8.933
Asb13,8.0759,8.1047,7.8429,8.2098,8.0487,7.8093,7.5188,7.7159,7.6277,7.772,7.799,8.1808
Astn1,6.5858,6.6995,6.543,6.6296,6.6567,6.5814,6.5655,6.5669,6.5944,6.5506,6.5899,6.682
1810046J19Rik,11.1321,11.365,11.4201,11.1907,11.4341,11.3021,10.9571,11.1076,11.131,11.3475,11.668,11.3257
AC164597.2,6.8513,6.704,6.6985,6.8114,6.7483,6.6833,6.5897,6.6962,6.6964,6.6984,6.7135,6.7401
Efr3b,6.696,6.7554,6.7492,6.6563,6.7281,6.8055,6.757,6.7019,6.8269,6.7362,6.7871,6.7783
4930550L24Rik,6.6155,6.6732,6.6157,6.6749,6.6096,6.612,6.692,6.6689,6.6878,6.6121,6.6241,6.6721
Mylip,6.5443,6.6156,6.5866,6.589,6.6213,6.599,6.6629,6.6828,6.6546,6.6541,6.6464,6.635
Fzd4,6.5043,6.542,6.5548,6.5327,6.6241,6.5152,6.5319,6.5799,6.6277,6.6062,6.5878,6.6247
Rhoc,7.1274,6.9559,7.0126,7.238,6.9471,7.0839,6.9026,7.185,7.3088,6.8873,7.0506,6.9754
RP23-224B9.1,12.4925,12.5417,12.5026,12.5298,12.4462,12.4925,12.2919,12.4366,12.7185,12.33,12.412,12.5827
Defb5,6.6874,6.7257,6.7627,6.6964,6.752,6.8037,6.7558,6.7757,6.6843,6.7452,6.6936,6.6761
AC153616.1,6.5966,6.5708,6.5686,6.6095,6.5976,6.5099,6.672,6.6182,6.5609,6.5911,6.6491,6.5853
RP23-418K7.1,10.2299,10.3102,10.4022,10.5471,10.1354,10.4491,10.329,10.4908,10.6086,10.2326,10.6706,10.3865
4922502D21Rik,6.6326,6.5782,6.5675,6.6524,6.6018,6.5871,6.5655,6.6266,6.6587,6.5978,6.6112,6.6001
Senp6,6.6829,6.6947,6.6361,6.6465,6.6031,6.6452,6.5641,6.6096,6.5869,6.6268,6.5911,6.6096
Scrib,6.8009,6.8031,6.7654,6.8811,6.8779,6.7435,6.7874,6.7955,6.916,6.8444,6.6512,6.7206
Whsc2,9.7225,9.9175,9.8052,9.5156,9.667,10.0088,9.8334,9.4273,9.6763,9.5713,9.6427,9.7445
Ntrk3,6.6528,6.5585,6.6314,6.6303,6.6427,6.6556,6.6281,6.7785,6.6419,6.6077,6.7084,6.5835
Phc1,11.7848,11.4373,11.87,11.7809,11.7221,11.8259,11.4738,11.2643,11.1819,11.8308,11.6106,11.846
Dr1,6.6225,6.4829,6.5222,6.5613,6.5343,6.597,6.5959,6.4823,6.4805,6.5729,6.4902,6.6057
Ganc,6.7373,6.7631,6.7439,6.7469,6.7302,6.7045,6.6234,6.7168,6.7659,6.7129,6.6813,6.7891
Asb15,6.6425,6.5932,6.6365,6.6388,6.5651,6.6453,6.6659,6.6811,6.6199,6.712,6.6517,6.6298
EG667646,6.4961,6.642,6.5925,6.5456,6.5652,6.5265,6.4939,6.6258,6.5205,6.5049,6.6096,6.5242
Tnfaip8,7.3288,7.2324,7.3301,7.3521,7.2929,7.2372,7.2608,7.0828,7.198,7.2407,7.0667,7.4985
Mtap1s,8.944,9.1124,9.0744,8.923,9.455,9.1813,8.983,9.1068,9.1652,9.04,9.1176,8.7343
AC129222.3,6.5539,6.6026,6.5921,6.6376,6.6081,6.5622,6.6455,6.6022,6.5291,6.6609,6.6143,6.635
Hnrnpa3,6.7177,6.7078,6.6725,6.6401,6.6388,6.6005,6.6304,6.6969,6.6445,6.6348,6.7828,6.6679
D8Ertd82e,6.9688,6.9403,6.8838,7.0572,7.1607,6.8442,6.8652,6.7939,6.8531,7.0746,7.0059,6.8812
AL773595.1,6.6266,6.5732,6.6547,6.6792,6.6222,6.6112,6.6331,6.5576,6.641,6.6479,6.5913,6.6002
4930447A16Rik,6.5216,6.5993,6.5841,6.5892,6.6258,6.6591,6.6643,6.6229,6.6458,6.6483,6.6643,6.6217
Ndufa3,10.0598,10.3947,9.8234,10.1464,10.2422,10.1227,10.2085,10.3055,10.5862,10.2553,10.3495,10.4176
Gm5796,7.2946,6.8106,6.9711,7.1166,6.8789,6.7687,6.8083,6.6633,6.7952,6.9982,6.7609,6.9787
Dip2b,6.6786,6.6977,6.6748,6.602,6.6832,6.7042,6.6645,6.6342,6.6365,6.6436,6.687,6.7077
Ufm1,6.5151,6.6618,6.6616,6.5549,6.6047,6.5867,6.6624,6.589,6.7136,6.6039,6.5509,6.5582
A230046K03Rik,10.4296,10.4616,10.1421,10.3009,10.5737,10.0647,10.1823,10.2133,9.9353,10.2545,10.1096,10.2735
BX323026.1,6.6741,6.7342,6.714,6.7119,6.7073,6.6935,6.6977,6.6954,6.7249,6.6915,6.7172,6.6691
Opn4,6.5281,6.5681,6.6144,6.5518,6.5891,6.5501,6.4697,6.5735,6.5535,6.5306,6.5185,6.5528
AL935060.4,6.7947,6.6752,6.6566,6.6949,6.6323,6.6555,6.6613,6.6709,6.5901,6.6556,6.682,6.6544
Cog3,7.6222,7.5979,7.549,7.73,7.7093,7.5641,7.9205,7.8351,7.7776,7.5779,7.3421,7.3128
AL935060.2,6.6632,6.62,6.6154,6.6648,6.6841,6.6086,6.6064,6.6133,6.7384,6.6383,6.598,6.579
Afp,6.6292,6.5399,6.6231,6.5768,6.5912,6.63,6.4839,6.612,6.6276,6.6133,6.5946,6.5596
Gpx2,8.401,9.1918,8.8054,7.462,8.7948,8.8653,8.4224,9.8428,9.5706,7.5467,8.3637,7.4699
Rhox13,8.2111,8.1773,8.1672,7.9216,8.0646,8.4622,8.0968,7.5482,7.6027,8.2026,7.8459,8.3145
Acpl2,6.4308,6.5222,6.5419,6.47,6.5957,6.5554,6.5799,6.5514,6.5708,6.4442,6.5093,6.5565
Ap2s1,7.8825,8.2132,7.8753,7.9664,8.1012,8.2104,8.149,8.2464,8.4208,8.1285,8.3475,8.1205
Nrd1,9.9077,10.0071,10.1748,10.2472,10.2925,10.1758,10.2448,10.1818,10.1346,10.4186,10.216,10.2663
Zfat,6.6517,6.7087,6.7123,6.7009,6.6623,6.6387,6.7933,6.7188,6.6877,6.6866,6.7436,6.7177
C77080,7.9441,8.0535,7.7929,8.1257,8.236,8.0123,8.2252,8.4407,8.2652,8.1831,8.236,8.0433
Bcorl1,6.7075,6.5441,6.6079,6.6233,6.5497,6.642,6.6516,6.6097,6.6976,6.6545,6.638,6.6193
A630055G03Rik,6.9325,6.8025,6.753,6.8712,6.8241,6.7807,6.8049,6.9052,6.9609,6.7692,6.9196,6.777
Trip10,8.0287,8.4567,8.1831,8.3546,8.7031,8.4021,8.4344,8.5553,8.4651,8.5975,8.5285,8.1538
2300002M23Rik,6.6656,6.6146,6.694,6.6911,6.7043,6.633,6.6307,6.6096,6.7341,6.6751,6.6772,6.6619
5530400C23Rik,6.5953,6.5283,6.5697,6.6301,6.5594,6.5988,6.5062,6.5445,6.5203,6.6088,6.6241,6.5559
Cbwd1,9.4845,9.43,9.4619,9.3919,9.4178,9.5089,9.5426,9.41,9.4024,9.6569,9.6212,9.7501
2700089E24Rik,6.6426,6.6535,6.4956,6.5831,6.6901,6.5545,6.6113,6.5691,6.6161,6.612,6.582,6.6059
Anxa9,6.7405,6.6271,6.6104,6.6592,6.7073,6.6092,6.5961,6.7107,6.7088,6.6907,6.6266,6.6579
AL844581.1,13.9237,13.8866,13.9787,13.7609,13.7818,13.649,13.7256,13.716,13.571,13.7538,13.7733,13.8658
Calcoco2,7.1455,6.9516,7.5081,7.4496,7.1469,7.3304,7.7747,6.9517,7.1724,9.3632,9.0819,8.5254
Sdccag3,7.7348,7.5728,7.5661,7.5549,7.5005,7.5959,7.4522,7.3617,7.3814,7.5558,7.6457,7.4118
BX571804.1,13.1472,13.3404,13.2975,13.0988,13.1051,13.1831,13.0805,13.141,13.1527,13.352,13.0753,13.1472
1700020N01Rik,6.693,6.6223,6.7308,6.6682,6.7726,6.7734,6.7092,6.6834,6.6758,6.7293,6.7243,6.6713
AL935060.1,6.6632,6.62,6.6154,6.6648,6.6841,6.6086,6.6064,6.6133,6.7384,6.6383,6.598,6.579
Gstcd,6.9032,6.886,6.9916,6.9474,6.9975,7.0391,7.0087,7.0569,6.991,6.9239,7.0057,6.9574
Gga1,6.9365,7.088,6.9036,7.0437,7.1325,7.0147,7.0697,7.107,7.051,7.1881,6.9848,6.9705
Gm11046,6.5808,6.5888,6.5378,6.5877,6.6273,6.5786,6.558,6.5639,6.6386,6.5837,6.6092,6.5708
Ggta1,7.5845,7.5564,7.4238,7.5339,7.4847,7.2638,8.0625,7.8689,7.7987,7.8956,7.626,7.6568
Lce1d,6.6526,6.6458,6.6774,6.602,6.6631,6.6203,6.5959,6.6227,6.6068,6.5858,6.6503,6.6152
Gpt,7.4551,7.7597,7.4426,7.3938,7.5704,7.3863,7.456,7.4839,7.4669,7.4371,7.6608,7.472
Msi2,7.0255,6.9927,7.0484,6.9419,6.9939,6.9017,7.0755,6.8392,6.9131,6.9459,6.8582,6.8893
1700021A07Rik,6.7187,6.6202,6.5537,6.6048,6.6346,6.6172,6.6338,6.5906,6.6224,6.6585,6.5809,6.6466
Tpst2,9.1081,8.9737,9.0293,8.996,9.0744,8.844,9.2048,8.987,8.7473,9.4324,9.1288,9.0299
Nfatc1,6.5841,6.6301,6.7035,6.6358,6.5428,6.6249,6.5596,6.5425,6.6143,6.5899,6.5992,6.6036
AC126250.5,6.7269,6.6357,6.6692,6.6086,6.6597,6.6445,6.5367,6.6938,6.7193,6.6217,6.6732,6.7817
Poteg,6.5858,6.6345,6.6225,6.68,6.5881,6.5638,6.561,6.5905,6.6172,6.5721,6.5557,6.628
3110003A17Rik,6.8387,6.648,6.6884,6.6972,6.6737,6.7193,6.6383,6.6643,6.6768,6.6994,6.6576,6.6268
Rel,6.5787,6.7008,6.708,6.5992,6.6541,6.6652,6.6463,6.6224,6.6318,6.6349,6.6747,6.586
Gpr39,6.6997,6.6303,6.6342,6.601,6.6003,6.6435,6.6354,6.5568,6.6019,6.734,6.6797,6.5917
Clic4,10.8656,10.9116,10.8646,10.7166,10.6827,10.5828,10.8293,10.8057,10.4823,11.1548,10.8668,11.4341
Fmnl3,8.1944,8.2551,8.3353,8.4689,8.55,8.4391,8.4282,8.3568,8.1599,8.555,8.4488,8.287
Olfr218,6.6602,6.7205,6.6554,6.6079,6.5849,6.6338,6.6202,6.6501,6.6807,6.5601,6.6666,6.6255
Onecut2,6.5956,6.6046,6.6841,6.6815,6.6359,6.7066,6.6539,6.6217,6.625,6.8188,6.7048,6.7178
B630019K06Rik,6.6273,6.5747,6.549,6.6197,6.6129,6.5594,6.5476,6.5981,6.6083,6.5625,6.512,6.5958
Taar8a,6.7929,6.6674,6.6195,6.6925,6.6063,6.8165,6.6662,6.6412,6.6092,6.6543,6.7031,6.6685
Ptgds,6.8194,6.6627,6.7953,6.646,6.7205,6.7576,6.7703,6.795,6.6586,6.6755,6.6297,6.726
4933412E24Rik,6.6568,6.6483,6.545,6.548,6.5904,6.6212,6.5435,6.6284,6.5388,6.592,6.5531,6.6388
Eif2s2,11.6277,12.0594,11.5962,11.2643,11.2745,11.6358,12.2243,12.1088,12.3501,12.412,11.9107,11.9133
Trim47,6.8175,6.6957,6.8241,6.781,6.8404,6.7188,6.7751,6.8306,6.6062,6.7437,6.9404,6.6781
Cops7a,9.6154,9.7473,9.6599,9.5762,9.6954,9.7853,10.0925,10.1855,10.1982,10.2866,10.2448,9.8401
Xpa,7.971,7.9984,8.0317,8.3777,8.0251,8.0111,8.5099,8.0282,8.295,8.7212,8.3075,8.5581
Olfr849,6.5401,6.5884,6.6049,6.5957,6.6057,6.598,6.6175,6.5671,6.5914,6.5259,6.5441,6.5874
Gm1220,6.5987,6.6689,6.6858,6.6706,6.6994,6.5867,6.6109,6.6746,6.6271,6.6245,6.7053,6.6831
Olfr1406,6.5879,6.6718,6.6183,6.5771,6.5785,6.568,6.635,6.5698,6.5634,6.6539,6.6009,6.5769
AL845455.3,8.9249,8.6617,8.8032,8.9265,8.81,8.8666,9.0007,8.9024,9.2048,8.6764,8.4539,8.8563
Arhgap20,6.6141,6.6137,6.6806,6.5464,6.5748,6.6407,6.6062,6.5149,6.553,6.6149,6.598,6.591
Olfr1099,6.6444,6.5583,6.5626,6.629,6.578,6.6285,6.697,6.6315,6.604,6.6172,6.71,6.6114
Rad23a,6.9298,6.8979,6.8924,7.0009,6.8598,6.8957,6.9602,6.9254,6.9986,7.0748,6.9565,6.8851
Nsun4,8.9012,9.1138,9.0766,8.7722,9.0375,9.0679,8.8163,8.9712,8.9694,8.6969,9.0871,8.8584
Slc12a6,6.628,6.6424,6.5585,6.6545,6.6064,6.6367,6.6409,6.6302,6.6832,6.6335,6.5858,6.6138
Ncam1,7.1545,7.0703,7.2621,7.1673,7.1436,7.2627,7.9497,7.6663,8.0698,7.5053,6.9864,7.2108
Cyp2j9,6.6874,6.6914,6.7443,6.686,6.8076,6.7148,6.6672,6.6482,6.6502,6.6564,6.6257,6.7208
AL607152.3,12.9229,13.0268,12.8665,12.8872,12.8665,12.8706,12.7804,12.9122,12.8932,12.7608,12.8588,13.024
AC125200.2,6.6564,6.5876,6.6169,6.594,6.5156,6.6106,6.6316,6.5974,6.5814,6.5944,6.5971,6.5778
1700106J16Rik,6.6324,6.5887,6.6257,6.6125,6.602,6.6519,6.5913,6.6364,6.6306,6.668,6.6041,6.5717
Sfrp1,7.9445,8.1356,8.0151,8.0613,7.8806,8.0241,7.7827,8.3011,8.6009,7.9969,7.9841,7.7992
Dapp1,6.7413,6.7309,6.8745,6.701,6.8562,6.8572,6.7143,6.8987,6.8284,6.7017,6.7661,6.7158
9030425E11Rik,6.7495,6.8186,6.735,6.7271,6.7307,6.7421,6.8473,6.7212,6.7689,6.6583,6.7268,6.8406
Gm6957,6.6741,6.7099,6.6371,6.6556,6.6035,6.5884,6.6104,6.6095,6.6224,6.6114,6.6186,6.5924
Stat6,7.2075,7.1235,7.1022,7.4298,7.2638,7.3315,7.3931,7.4987,7.4556,7.3938,7.3876,7.2723
Lcn9,6.5551,6.5958,6.7027,6.5343,6.5742,6.6074,6.6083,6.5799,6.6216,6.6146,6.6351,6.6584
Dock5,6.6672,6.6727,6.6481,6.6647,6.7406,6.7793,6.6578,6.7081,6.6957,6.6193,6.6018,6.6136
AL645741.2,14.2721,13.9701,13.9701,13.9636,13.9938,13.9124,13.9459,13.8948,13.8014,14.0105,14.0021,14.0021
Tcra-V22.4,6.6284,6.5976,6.6019,6.5646,6.5695,6.6064,6.5914,6.5879,6.597,6.6148,6.6035,6.6529
Otp,6.5982,6.6912,6.5676,6.5875,6.5666,6.6155,6.6443,6.5675,6.5915,6.6103,6.5189,6.6004
Ston2,6.5674,6.6338,6.5423,6.5714,6.6706,6.615,6.7961,6.5036,6.591,6.4691,6.5839,6.6
AL627069.2,6.5783,6.7404,6.5761,6.5646,6.6776,6.667,6.6635,6.5849,6.6355,6.6017,6.5896,6.5833
Fam19a1,6.5732,6.8086,6.5648,6.6305,6.7081,6.6065,6.5567,6.5635,6.6259,6.5558,6.615,6.5734
Zfp458,6.6917,6.7013,6.7766,6.7304,6.6693,6.7523,6.6447,6.6453,6.7965,6.6379,6.6784,6.6715
Treh,6.6227,6.6611,6.6627,6.6501,6.6332,6.652,6.6272,6.6854,6.6936,6.6812,6.6903,6.679
Olfr1098,6.5479,6.511,6.6185,6.6854,6.6732,6.6304,6.5724,6.5924,6.6215,6.5729,6.6449,6.6451
Stx3,7.0533,7.3593,7.0116,7.0371,7.0733,6.8579,6.6751,6.8075,6.6713,6.6489,6.8524,6.929
AC166833.1,6.5454,6.5503,6.5139,6.5829,6.5191,6.5665,6.5842,6.5288,6.5198,6.5788,6.5781,6.5542
Mll2,6.7073,6.8029,6.6877,6.8751,6.6883,6.7101,6.8486,6.7728,6.716,6.7833,6.7841,6.7351
Ldlrad3,6.6177,6.7185,6.5752,6.5541,6.6658,6.5051,6.6616,6.5739,6.5754,6.5945,6.5619,6.6143
AC126250.6,6.5483,6.6069,6.5361,6.5225,6.5775,6.5907,6.5398,6.5646,6.5459,6.5912,6.5643,6.5293
C430014K11Rik,8.2926,8.1366,7.8554,8.4278,7.9792,8.0339,8.3935,8.0561,8.1908,8.2423,8.2604,7.9944
Ccdc63,6.7132,6.7151,6.6408,6.8077,6.8551,6.8924,6.7506,6.8507,6.8223,6.9039,6.8165,6.8324
Slc46a3,7.2417,7.2029,7.3999,7.5517,7.7664,7.2327,6.7867,6.9422,6.7295,6.7679,7.0118,6.9976
Chi3l3,6.5222,6.5693,6.5747,6.5467,6.5244,6.5972,6.4963,6.5781,6.6092,6.6558,6.637,6.595
Setd2,6.5293,6.4973,6.567,6.5677,6.5716,6.5944,6.632,6.6598,6.5243,6.5715,6.6168,6.5746
9130230L23Rik,6.7273,6.8435,6.7791,6.8188,6.7993,6.7537,6.8422,6.8368,6.9664,6.8783,6.932,6.7963
Mrpl50,10.8585,10.8351,10.5997,10.7493,10.7546,10.7974,10.6349,10.8438,10.8781,10.6598,10.7739,10.7004
Rgsl1,6.6579,6.6385,6.6125,6.6688,6.5933,6.5951,6.6219,6.6743,6.6068,6.6253,6.6196,6.6495
Fam174a,6.5671,6.5933,6.6635,6.5804,6.5938,6.6171,6.5604,6.5784,6.557,6.5941,6.6602,6.5756
4930402F06Rik,6.6243,6.5227,6.5131,6.5499,6.5327,6.6068,6.6957,6.6122,6.6386,6.639,6.5673,6.5204
Ppp1r1a,10.036,10.1052,9.9473,10.1335,9.9202,9.6599,8.7125,9.0264,8.8678,9.1794,9.3966,9.8909
AC126250.2,6.733,6.7817,6.6183,6.6817,6.6528,6.7073,6.7375,6.7229,6.8237,6.7139,6.6233,6.7509
AL772135.2,6.687,6.6648,6.6957,6.5712,6.6228,6.6415,6.5805,6.6219,6.6101,6.6121,6.5742,6.6104
Elp4,6.5621,6.5982,6.5828,6.5173,6.5986,6.5987,6.5775,6.5248,6.5524,6.5696,6.6345,6.5456
AC171401.1,7.0479,6.9201,6.9724,7.0548,7.0131,6.8926,6.9134,6.9113,6.8509,6.9953,6.9524,7.0515
1100001E04Rik,6.6841,6.6895,6.6054,6.6795,6.6665,6.7558,6.6167,6.6692,6.6184,6.6703,6.6005,6.6641
Six1,8.3139,8.3157,8.6991,7.7873,8.2876,8.275,8.2494,8.2252,7.807,7.816,7.9752,7.6803
Topbp1,6.6279,6.6701,6.6025,6.6006,6.653,6.7334,6.6601,6.7108,6.6382,6.6718,6.7014,6.6536
Pex10,7.5951,7.6633,7.7195,7.7509,7.6199,7.7534,7.7539,7.8074,7.9042,7.8888,7.8788,7.7237
Nedd1,8.1749,7.9969,8.3455,8.4412,8.2481,8.2983,8.1554,7.9523,8.064,8.2317,8.0808,8.501
Nop10,12.5491,12.478,12.339,12.339,12.266,12.4176,12.1394,12.2498,12.3039,11.9214,12.2347,12.2786
Cox4i1,12.9331,13.0932,12.9921,13.135,13.1831,13.009,13.2975,13.135,13.1278,13.1221,13.1661,13.308
Tmprss13,6.9046,6.9408,6.9979,6.9833,7.2161,6.8816,6.7733,6.9922,6.8016,6.9422,6.8491,6.9937
Psmd14,10.6682,10.5803,10.6989,10.4475,10.4117,10.8015,10.6656,10.594,10.725,10.3686,10.3735,10.4565
Gadd45gip1,7.0202,7.2121,7.1168,7.0668,7.3101,7.3333,7.1815,7.4876,7.3853,7.185,7.2267,7.0854
AL611930.4,8.0751,7.8251,7.9007,8.1103,7.4478,7.7425,7.687,7.7681,7.9931,7.5638,7.8772,7.7645
Tmprss11bnl,6.5679,6.5093,6.5587,6.5722,6.6169,6.5641,6.6443,6.6497,6.5895,6.6599,6.584,6.6109
Ulk3,7.1635,7.203,7.3223,7.267,7.2344,7.0874,7.1959,7.1908,7.1404,7.0922,7.0827,7.3136
Klk5,6.6557,6.6759,6.6806,6.6519,6.6832,6.6507,6.6064,6.6744,6.6678,6.6985,6.7199,6.6747
Herpud2,6.8466,6.7015,6.7894,6.7802,6.8573,6.7798,6.7723,6.8768,6.8483,6.877,6.766,6.8403
Rbbp8,6.6561,6.5537,6.5992,6.6057,6.5114,6.5697,6.6512,6.6164,6.5971,6.6302,6.5627,6.635
Tmc1,6.5983,6.5204,6.6141,6.637,6.6004,6.6073,6.7156,6.6152,6.582,6.6581,6.5244,6.5871
Casc1,6.5363,6.5609,6.6765,6.637,6.6961,6.6723,6.6151,6.6533,6.6883,6.6771,6.6219,6.5775
Pelp1,6.8089,6.8195,6.8351,6.7728,7.0045,7.1137,6.9414,7.0124,6.8576,6.9757,6.962,6.915
Fmnl1,6.7009,6.5595,6.6302,6.613,6.674,6.6611,6.5796,6.6661,6.5724,6.6093,6.6163,6.5823
RP23-360H6.2,14.6384,14.4675,14.4339,14.5968,14.3755,14.2971,14.4459,14.4339,14.4176,14.3963,14.3852,14.5518
Unc93a,6.6048,6.605,6.6491,6.62,6.6258,6.591,6.6381,6.537,6.6322,6.5841,6.6998,6.6189
Gm701,6.5541,6.5779,6.6502,6.59,6.6054,6.6361,6.6445,6.6568,6.6327,6.6517,6.6233,6.6
Bcl2l12,6.6559,6.7098,6.6725,6.7079,6.7491,6.6382,6.6714,6.7299,6.7211,6.7038,6.7021,6.7288
Slmap,6.738,6.6092,6.7696,6.6144,6.587,6.6878,6.6457,6.6549,6.616,6.5971,6.6918,6.7089
Scn8a,6.6255,6.5087,6.6647,6.6336,6.6611,6.7292,6.6761,6.7071,6.7005,6.6383,6.6675,6.6681
Sh3gl1,7.9019,7.9668,8.0387,8.0889,7.9902,8.3413,8.0018,7.9573,8.2252,8.0233,8.1093,7.9809
Nut,6.5047,6.6619,6.5053,6.5541,6.5824,6.5406,6.5724,6.4639,6.5679,6.5573,6.5463,6.6184
AL606915.1,13.3159,13.0367,13.1163,13.4064,12.8064,13.135,13.1278,13.0151,13.1781,13.0593,13.1472,13.2641
Slc3a1,6.6597,6.6058,6.7166,6.5997,6.5901,6.6668,6.6187,6.6132,6.6502,6.626,6.5411,6.6842
Hipk3,7.0393,6.8734,6.9707,6.9101,6.9406,6.9492,6.9099,6.9498,7.078,6.9493,6.9131,7.1077
Mup7,7.1506,7.1099,7.2459,7.0084,6.9997,6.9554,6.8488,6.9905,6.8305,6.6978,6.8856,7.1581
BX571885.3,13.9237,13.8866,13.9787,13.7609,13.7818,13.649,13.7256,13.716,13.571,13.7538,13.7733,13.8658
AL844901.1,6.6432,6.5858,6.6206,6.7094,6.5522,6.5742,6.6231,6.5711,6.4396,6.5987,6.6262,6.5826
Wdr85,6.5833,6.5645,6.6292,6.6326,6.6197,6.6013,6.6626,6.6148,6.6832,6.6394,6.6419,6.638
Car11,7.1022,7.2754,7.1184,7.2234,7.3384,7.1673,6.9371,7.1202,6.9457,7.0207,7.1155,7.17
Col8a1,6.6958,6.575,6.7507,6.5891,6.5908,6.7626,6.6008,6.629,6.5861,6.5946,6.6578,6.5672
Lbp,6.5849,6.5813,6.5985,6.6418,6.6503,6.6553,6.6709,6.6251,6.5908,6.6385,6.5688,6.6446
AL732546.5,7.9728,7.601,7.7141,7.937,7.7418,7.5317,7.6215,7.5571,7.458,7.9292,7.6436,7.7706
Tlr9,6.5728,6.5698,6.6515,6.5855,6.6052,6.557,6.5712,6.569,6.6243,6.5976,6.5264,6.5692
Pacs1,7.8977,7.762,8.0849,8.1194,7.7182,7.8684,7.7187,7.7907,7.8271,7.7404,7.7207,7.8261
Gmps,8.5628,8.5738,8.3375,8.3473,8.3542,8.3913,8.2858,8.186,8.3236,8.2237,8.2582,8.3015
Fam158a,7.2169,7.2546,7.2608,7.2123,7.436,7.6087,7.7068,7.4889,7.4118,7.8449,7.7396,7.9241
Smad2,7.8273,7.9012,7.8794,7.7668,7.8485,7.7551,7.7959,7.8637,7.8649,7.8509,7.8276,7.5538
AC166823.1,6.6188,6.4674,6.5983,6.532,6.491,6.6304,6.5663,6.5527,6.5116,6.5895,6.5399,6.5664
Ndfip2,7.4056,7.5087,7.097,7.1665,7.3046,7.1023,7.8268,8.0126,7.8967,7.2925,7.5046,7.4471
Gpr137c,6.6524,6.5911,6.6212,6.6363,6.6629,6.6345,6.6253,6.5513,6.6726,6.686,6.5983,6.568
Syde2,6.9107,6.7882,6.8371,6.8657,6.717,6.8071,6.8193,6.7351,6.6976,6.8775,6.8251,6.7855
Cpt2,8.5968,8.5108,8.8774,8.9138,8.7166,8.7281,8.9628,8.6663,8.9024,8.9648,8.763,9.3109
Mllt3,6.7641,6.6696,6.6851,6.6231,6.6905,6.5958,6.6093,6.6005,6.674,6.6278,6.5598,6.5986
Pomc,6.7502,6.6562,6.576,6.6126,6.5421,6.6084,6.6235,6.5642,6.685,6.5893,6.5527,6.6612
Tlr11,6.608,6.5857,6.6796,6.6062,6.6417,6.6435,6.6159,6.5788,6.6595,6.6225,6.7137,6.5845
Alg8,6.5569,6.6508,6.6073,6.6532,6.6458,6.6161,6.6529,6.7009,6.7294,6.5772,6.706,6.6782
AC166823.4,6.6879,6.71,6.6488,6.6585,6.6758,6.6376,6.6189,6.5799,6.7374,6.6865,6.7249,6.6496
Pepd,7.4204,7.6334,7.6069,7.3579,7.5606,7.4489,7.6315,7.7009,7.718,7.6085,7.5451,7.6386
Slc22a4,6.6352,6.5819,6.5293,6.5153,6.5801,6.5305,6.5318,6.5563,6.5804,6.5431,6.5581,6.5094
AL928942.1,9.3398,9.2243,9.0205,9.4578,9.1128,8.9943,8.989,9.0463,8.9844,9.1806,9.1248,9.0848
Prdm5,6.5268,6.5537,6.5608,6.5321,6.5537,6.6282,6.6314,6.5669,6.572,6.6478,6.6256,6.5152
Arsa,7.7233,7.8033,7.6658,7.7332,7.5556,7.3976,7.6148,7.8232,7.7694,7.8273,7.6123,7.9023
Olfr874,6.5805,6.7819,6.6047,6.6289,6.6494,6.6072,6.6681,6.6071,6.5855,6.5907,6.5485,6.6383
Ceacam9,6.6019,6.6541,6.6786,6.6101,6.5939,6.6202,6.6057,6.6899,6.6054,6.7128,6.6722,6.6537
Tfrc,10.7612,10.639,10.6891,10.6318,10.6035,10.6583,10.8107,10.8841,10.8029,10.5608,10.5331,10.3833
A130095M15Rik,6.5674,6.6744,6.5956,6.6132,6.6837,6.6521,6.6358,6.5997,6.6594,6.6337,6.6357,6.6372
AL928886.1,9.9373,9.8573,9.8127,9.7115,9.9494,9.8045,10.0208,9.8318,9.972,10.2538,10.018,9.8428
Fam5b,6.6766,6.675,6.6483,6.6155,6.6878,6.6151,6.6067,6.5333,6.6039,6.6769,6.5964,6.6492
AL590988.1,13.1472,13.3404,13.2975,13.0988,13.1051,13.1831,13.0805,13.141,13.1527,13.352,13.0753,13.1472
a,6.6919,6.6588,6.6856,6.6469,6.7508,6.6614,6.7904,6.6591,6.6247,6.6237,6.6128,6.6776
AC139675.1,13.9636,13.8948,13.8813,13.9571,13.7733,13.902,13.8658,13.8813,13.8575,13.8247,13.851,13.9297
Cxcl12,7.5856,7.1764,7.3054,7.4243,7.378,7.1633,6.8404,6.8687,6.8184,6.7448,6.9394,7.2128
Olfr586,6.5814,6.5606,6.5793,6.5496,6.4937,6.5639,6.5883,6.5759,6.5235,6.613,6.5514,6.5687
A130095M15Rik,6.6588,6.5546,6.6015,6.5042,6.5793,6.6878,6.593,6.5917,6.6328,6.597,6.5889,6.6531
Ndrg2,7.0681,7.0798,7.0235,7.1771,6.9947,7.0358,6.9756,6.8924,6.988,6.8639,6.9334,6.9876
