gene,E14Tg2a-1,E14Tg2a-2,E14Tg2a-3,OctGip-1,OctGip-2,OctGip-3,OKO160-1,OKO160-2,OKO160-3,Z6-1,Z6-2,Z6-3
Nedd4,6.5013,6.5158,6.478,6.6246,6.4912,6.5603,6.5936,6.5151,6.5649,6.5709,6.5451,6.5227
Zbtb43,6.6646,6.7016,6.6855,6.6248,6.6145,6.6664,6.7857,6.7066,6.7627,6.697,6.7081,6.6913
BC006965,6.6483,6.6086,6.6236,6.6237,6.6682,6.6476,6.7017,6.5798,6.573,6.671,6.6105,6.6771
Ncam2,6.6375,6.7802,6.5642,6.6159,6.5103,6.5432,6.5826,6.5329,6.5986,6.6278,6.6449,6.5224
Stat2,6.8183,6.9339,6.7557,6.6565,6.8659,6.7749,6.8991,6.8404,6.7125,6.9799,6.8396,6.8473
Actl7b,6.5392,6.5732,6.6688,6.5695,6.6292,6.554,6.6503,6.6328,6.6234,6.5528,6.6712,6.6109
Olfr155,6.6273,6.676,6.6528,6.6215,6.535,6.6434,6.6254,6.666,6.5838,6.6837,6.5776,6.6369
Numbl,6.8744,6.8824,6.9541,6.9006,6.9688,6.8029,6.7453,6.8793,6.8271,6.8265,6.845,6.9301
Odf3b,6.5762,6.6576,6.6537,6.7273,6.6433,6.6383,6.5186,6.7219,6.6254,6.6062,6.588,6.7035
Trpm2,6.6638,6.5972,6.586,6.569,6.5688,6.5384,6.539,6.5534,6.5753,6.6299,6.5771,6.5196
Mmel1,6.6152,6.5659,6.6704,6.6689,6.5959,6.5166,6.5733,6.6682,6.605,6.6126,6.4931,6.6433
Bcat2,9.4823,10.083,9.4375,9.4127,9.7669,9.689,9.1068,9.4778,9.4879,9.2006,9.4817,9.3147
Adamtsl1,6.6388,6.6657,6.6776,6.6147,6.6688,6.6524,6.5928,6.5717,6.6855,6.5698,6.6361,6.5902
Pira3,6.7858,6.7055,6.7938,6.7295,6.7451,6.877,6.6788,6.8036,6.8386,6.7308,6.8254,6.852
Mettl1,7.7749,7.847,7.934,7.4183,7.7065,7.8768,7.6505,7.724,7.8011,7.6251,7.8607,7.5813
Vps28,11.3755,11.5266,11.5176,11.532,11.5006,11.5589,11.7486,11.7138,11.8024,11.5691,11.587,11.8651
Ms4a7,6.6494,6.6333,6.6297,6.6961,6.6371,6.6764,6.6163,6.5582,6.6164,6.5751,6.6787,6.6473
Maged2,8.6157,8.4769,8.6081,8.553,8.6826,8.5408,8.1339,8.3298,8.1393,8.6707,8.5235,8.774
1110012D08Rik,7.3127,7.5074,7.2996,7.4087,7.6922,7.2846,7.3182,7.4844,7.2767,7.315,7.3909,7.4438
4921530L21Rik,6.5489,6.5467,6.6001,6.6619,6.5875,6.6307,6.5667,6.6505,6.6517,6.5552,6.5977,6.6679
Kcnj2,6.6663,6.7539,6.6833,6.7631,6.8071,6.7021,6.7291,6.768,6.6385,6.7353,6.6751,6.7328
Gm5134,6.6882,6.6623,6.6783,6.7241,6.6112,6.6713,6.6805,6.7027,6.6631,6.7332,6.8698,6.6867
Clic5,6.5445,6.5751,6.5698,6.5679,6.5926,6.6402,6.6127,6.5786,6.6288,6.5847,6.4788,6.6565
Pax1,6.635,6.5807,6.6283,6.6347,6.5832,6.5762,6.6257,6.6526,6.6178,6.6566,6.5653,6.6132
Ktn1,6.6309,6.6055,6.6265,6.6847,6.6609,6.6408,6.6994,6.6503,6.7458,6.7571,6.7118,6.7216
Cyp4f18,6.6412,6.6548,6.6262,6.5776,6.681,6.6137,6.6097,6.539,6.571,6.7329,6.5624,6.5861
Myrip,6.6747,6.7986,6.6989,6.6746,6.7179,6.755,6.6523,6.635,6.5707,6.7937,6.7432,6.7494
Thsd7a,6.6932,6.859,6.7255,6.7381,6.7136,6.7523,6.702,6.7129,6.7199,6.6826,6.7688,6.7084
Slc34a2,6.5613,6.6282,6.6039,6.778,6.7358,6.634,6.6546,6.6274,6.717,6.5981,6.6268,6.5753
6430503K07Rik,6.638,6.5279,6.6116,6.6149,6.6308,6.5979,6.6308,6.5978,6.5909,6.6499,6.6136,6.5853
Syt2,6.6104,6.5674,6.519,6.5601,6.5983,6.5242,6.4724,6.5551,6.5643,6.5359,6.5742,6.5677
Brap,6.9669,6.9904,6.833,6.8763,7.058,6.9061,6.9942,7.0296,6.9959,7.0747,7.0285,7.0302
Iqce,7.2453,7.3248,7.1421,7.0628,7.2112,7.2118,7.1981,7.1848,7.2099,6.9853,7.1216,6.9364
Lce1a1,6.6984,6.757,6.673,6.6818,6.7754,6.6915,6.6889,6.7158,6.7159,6.7828,6.6469,6.74
Apbb3,7.0632,7.1743,7.0066,6.8855,7.0365,6.9793,6.862,7.0173,6.9949,6.8506,6.9424,7.0594
Gm4245,6.6479,6.607,6.6454,6.5505,6.6431,6.5869,6.6252,6.68,6.6812,6.6817,6.5933,6.6612
Gm5627,6.6053,6.6073,6.6089,6.5503,6.6684,6.6306,6.6425,6.6443,6.6075,6.6871,6.699,6.6797
Prss3,6.7173,6.6713,6.723,6.7596,6.7607,6.7161,6.6867,6.845,6.7942,6.6218,6.7123,6.6627
Gnb3,6.6485,6.6733,6.5842,6.7139,6.6728,6.6218,6.672,6.6282,6.622,6.6301,6.7115,6.6317
RP23-174M24.1,6.6725,6.6629,6.656,6.7353,6.5822,6.722,6.6628,6.6366,6.6851,6.6577,6.5824,6.6534
Zdhhc23,6.7618,6.6678,6.6884,6.6238,6.6854,6.611,6.6133,6.5752,6.5755,6.6659,6.7414,6.6869
C77370,7.3803,7.3583,7.1603,7.2439,7.0913,7.057,7.2139,7.0874,6.927,7.2958,7.1094,6.9602
Dopey1,6.5428,6.571,6.6323,6.6783,6.5583,6.6425,6.6488,6.6107,6.597,6.7263,6.5906,6.5612
Plk1,10.7423,10.6813,10.9173,11.0978,10.9144,10.9606,10.8806,10.7117,10.7731,11.0082,10.7823,10.7054
Ankrd53,6.5167,6.6421,6.5361,6.5285,6.5511,6.5618,6.5665,6.5565,6.5586,6.5136,6.5671,6.5555
Nr6a1,9.5266,9.0533,9.353,9.5384,9.3176,9.2322,9.0403,8.8774,8.8289,8.9816,8.8306,9.1302
Tll1,6.5363,6.6321,6.6184,6.5361,6.6136,6.5698,6.5469,6.5203,6.5043,6.5563,6.623,6.5477
Olfr157,6.6072,6.6244,6.5965,6.6493,6.6588,6.6894,6.6315,6.5898,6.6145,6.6447,6.6379,6.5463
Actn4,9.7097,9.3698,9.5535,9.7174,9.287,9.5612,9.4922,9.3871,9.4563,9.8702,9.6082,9.7491
Olfr1352,6.6948,6.6016,6.5396,6.4889,6.5742,6.5849,6.5834,6.6187,6.5931,6.5005,6.5635,6.6642
Tspan17,8.5689,8.9169,9.026,8.7085,8.8717,8.8769,9.7042,9.5762,9.6234,9.7521,9.7628,9.2969
Aes,8.615,8.3935,8.2911,8.1908,8.4978,8.8567,9.618,9.4845,9.8505,9.4724,9.2589,8.8588
Zkscan5,9.353,9.6148,9.7083,9.3632,9.8253,9.8778,9.7652,10.0152,9.8117,9.5691,9.705,9.2517
AC133647.1,6.6614,6.5847,6.63,6.6535,6.6138,6.6448,6.6266,6.6122,6.6126,6.6131,6.5783,6.6633
Marveld2,6.7288,6.5824,6.5945,6.4884,6.5759,6.5633,6.5575,6.604,6.5958,6.5737,6.5722,6.6024
Nmnat2,6.8386,6.7685,6.7775,6.6906,6.7677,6.737,6.6205,6.7473,6.7036,6.6934,6.8089,6.7299
Tfam,9.3569,9.5023,9.5138,9.3289,9.3386,9.4228,9.298,9.4308,9.2082,9.419,9.5415,9.404
Fam83g,6.5977,6.5718,6.5391,6.6163,6.605,6.5578,6.6369,6.6054,6.5446,6.6224,6.6012,6.5629
Psmc4,11.987,12.1282,12.1007,12.0218,12.2498,12.1734,12.0771,12.132,12.2471,12.0594,12.2042,12.0053
Ttc34,6.8085,6.6296,6.6986,6.6849,6.665,6.6586,6.7636,6.686,6.7762,6.7606,6.7846,6.709
Zbtb34,6.776,6.5818,6.7468,6.7724,6.7172,6.6864,6.8368,6.7696,6.6561,6.7973,6.7025,6.7955
Cdc40,6.7389,6.7499,6.8578,6.7427,6.7106,6.8016,6.6514,6.7702,6.8052,6.7376,6.7868,6.7422
Kcnj16,6.6616,6.7778,6.7114,6.6691,6.7232,6.8468,6.7654,6.6534,6.7438,6.701,6.7285,6.6876
2210411K11Rik,10.2291,10.2687,10.1514,10.1904,10.0428,10.2359,10.2527,10.6086,10.6741,9.7628,10.2687,10.1227
Vpreb3,6.7274,6.7749,6.7564,6.6384,6.7764,6.8319,6.7735,6.8427,6.6903,6.7761,6.6577,6.6258
Enoph1,10.2866,10.0994,9.989,9.853,10.2735,10.0783,9.8515,9.768,9.6382,9.9157,10.0189,9.6924
Tlcd2,6.6627,6.6312,6.5774,6.612,6.618,6.5927,6.6459,6.5937,6.5515,6.6496,6.7036,6.6462
Lrtm2,6.5334,6.5316,6.5453,6.5808,6.5957,6.5911,6.6076,6.6074,6.5052,6.5876,6.5934,6.5754
RP23-5F24.2,6.7512,6.6995,6.7085,6.6867,6.6923,6.7397,6.6826,6.7429,6.7824,6.6308,6.7474,6.7793
Cdh23,6.6808,6.6304,6.7142,6.6138,6.6323,6.6894,6.7932,6.9003,7.0397,6.8699,6.7115,6.7722
Ncoa2,6.5741,6.5601,6.5955,6.7065,6.6326,6.6008,6.7114,6.7156,6.6643,6.6436,6.6612,6.6541
Angptl6,7.07,7.2407,7.0664,7.1092,7.1427,7.1967,7.2592,7.3638,7.4179,7.3463,7.3924,7.1818
Cchcr1,6.9848,7.0102,7.0739,7.0688,7.0354,6.9609,6.8191,6.8152,6.8537,7.1574,7.0364,7.1745
Ephb4,6.9048,6.926,6.8098,6.8449,6.9235,6.8123,6.8478,6.9157,6.7801,6.8304,6.9355,6.8386
Actrt2,6.6563,6.6426,6.6201,6.7402,6.5853,6.7567,6.6835,6.6934,6.6553,6.6337,6.5961,6.5994
Cftr,6.6022,6.6009,6.5691,6.5638,6.6064,6.6182,6.6258,6.5144,6.593,6.6183,6.6513,6.6358
Mcph1,6.9221,6.9588,6.9449,6.8331,6.7946,6.959,7.0319,7.0386,7.001,6.9817,6.9073,6.8625
Nr3c1,6.6232,6.629,6.7217,6.6946,6.7452,6.7552,6.6723,6.6831,6.7479,6.7355,6.7124,6.6832
AC130841.3,13.9237,13.8866,13.9787,13.7609,13.7818,13.649,13.7256,13.716,13.571,13.7538,13.7733,13.8658
Tmem231,6.8291,6.8619,6.8659,6.7939,6.7969,6.8616,6.8849,6.7163,6.8894,7.0098,6.9321,6.978
Cxcl10,6.6907,6.7405,6.6922,6.7442,6.5877,6.5624,6.6032,6.5097,6.6336,6.65,6.6343,6.5709
Tssc4,7.6254,7.7141,7.6575,7.5317,7.61,7.6373,7.6937,7.8112,7.7664,7.6212,7.6019,7.4492
Mt1,13.6569,14.2305,13.9237,13.3651,14.0105,13.8352,14.0021,14.2221,14.0021,13.7914,14.0666,13.8352
Zdhhc3,6.9483,7.1042,6.9788,6.9754,7.1121,7.0215,7.1761,7.279,7.262,7.1546,7.3122,6.9614
Zc3h4,8.7917,8.8331,8.8107,8.7313,8.8918,8.774,9.0603,8.8967,9.1034,9.0918,8.8135,8.6743
Sept4,6.6729,6.6133,6.6194,6.5648,6.6428,6.6607,6.6339,6.6318,6.678,6.7306,6.6339,6.5922
Rhox10,6.6687,6.5506,6.808,6.6623,6.887,7.0057,6.8059,6.6586,6.7759,6.9409,6.8056,6.8282
Atp2b2,6.6538,6.6591,6.5978,6.6188,6.5782,6.6954,6.5579,6.6121,6.6494,6.6269,6.5634,6.6098
Lsg1,9.39,9.727,9.4558,9.5562,9.6399,9.781,9.6793,9.6036,9.6882,9.8638,9.7698,9.5447
Insrr,6.637,6.5756,6.5611,6.6167,6.5437,6.5585,6.5716,6.6319,6.5963,6.5913,6.5181,6.5272
Gpr113,6.6454,6.6543,6.5992,6.6333,6.6611,6.5548,6.6481,6.7667,6.6583,6.6579,6.6613,6.6485
Myom1,6.5989,6.6102,6.6322,6.6158,6.7138,6.5816,6.6323,6.7369,6.688,6.6092,6.6357,6.7393
Zfp422-rs1,7.0811,6.9503,7.0564,6.9664,6.871,6.9196,6.7646,6.8776,6.891,6.8806,6.9496,6.9177
Morf4l1,8.1405,8.079,8.033,7.9261,8.0054,8.2529,7.8196,7.9247,7.9841,7.3827,7.4033,7.5051
Cbln2,6.6319,6.6099,6.6517,6.6014,6.6287,6.6077,6.6022,6.5561,6.5709,6.5729,6.6062,6.5469
Abcd1,6.8556,6.9146,6.7629,6.7006,6.7478,6.7747,6.999,6.984,6.7333,6.9646,6.9091,6.9593
Pdia5,6.889,6.8286,6.7923,6.9076,6.8401,6.8331,6.7739,6.7426,6.7186,6.8651,6.8789,6.869
Flywch2,8.0991,8.3907,8.2541,8.1547,8.106,8.2557,7.8057,7.8167,8.2294,7.4101,7.6667,8.6637
AC132234.1,6.5972,6.6019,6.6138,6.6011,6.5871,6.5935,6.5609,6.5656,6.572,6.5391,6.5808,6.6136
Tmem190,6.5179,6.62,6.579,6.5743,6.568,6.5513,6.586,6.6074,6.5583,6.597,6.6021,6.5714
Camk2b,7.8148,7.8316,8.0778,8.1633,7.9481,7.8961,7.6568,7.5623,7.4004,8.1459,7.8183,8.249
Ifitm1,12.8011,12.9084,12.4329,13.2641,13.3585,12.6314,12.0239,12.2389,12.1462,11.7848,12.1192,12.5417
Rerg,7.12,6.9847,7.1601,7.0043,7.0543,6.9669,6.6779,6.9048,7.0379,6.7825,6.8656,6.817
Nsmce4a,6.6801,6.5964,6.5748,6.672,6.6987,6.6178,6.7584,6.6278,6.6225,6.7418,6.649,6.6303
Intu,6.9555,7.2308,7.0346,6.8847,6.9062,6.9969,6.9399,6.8387,6.9788,6.9282,7.0087,6.996
2310016C08Rik,8.8712,8.7844,8.5878,8.4972,8.6813,8.7109,8.2548,8.4724,8.2677,8.4494,8.7158,8.6112
Rnf219,6.965,6.8271,6.8231,6.9921,6.904,6.9814,6.9135,6.8843,7.0818,6.662,6.7701,6.8969
Smc4,7.2853,7.213,7.1427,6.8971,7.0318,7.0704,7.0667,7.1465,7.023,6.9866,7.103,7.1107
Tcf19,7.0988,7.4131,7.2484,7.1574,7.3774,7.2809,7.3222,7.5242,7.5924,7.675,7.8431,7.4432
Elovl5,10.0554,9.9397,9.7931,9.8821,9.9804,9.7579,10.1514,10.0568,9.9704,10.4599,10.1995,10.083
Hadh,6.5598,6.5895,6.6184,6.6002,6.5968,6.7162,6.5854,6.6949,6.702,6.6007,6.6219,6.6208
Trim45,7.2317,7.2603,7.3448,7.3718,7.4403,7.2607,7.5402,7.3636,7.3182,7.5799,7.3391,7.533
BX666061.3,6.7034,6.583,6.7275,6.5815,6.6503,6.6982,6.6388,6.7959,6.7167,6.7454,6.7429,6.657
9030224M15Rik,6.6228,6.6564,6.7168,6.6119,6.6008,6.5715,6.5729,6.5769,6.6566,6.5018,6.5612,6.6044
Ank,7.4314,7.3408,7.4733,7.5635,7.39,7.2215,6.8903,6.9482,6.9187,7.1612,6.9863,7.2965
Tcp1,12.0892,11.7221,12.0744,11.7848,11.5589,11.7448,11.7651,11.6625,11.5886,11.8045,11.5829,11.6136
Eif2b1,9.4153,9.5727,9.5344,9.5399,9.5492,9.7368,9.6158,9.7174,9.7652,9.5956,9.9309,9.544
Ces6,6.6079,6.6002,6.6425,6.564,6.6051,6.6171,6.6062,6.6165,6.6672,6.6615,6.4903,6.5442
Rtl1,6.6245,6.5606,6.7332,6.7065,6.7198,6.6038,6.6041,6.6132,6.607,6.6603,6.5363,6.6381
1700017G19Rik,6.6546,6.6399,6.6097,6.7587,6.6994,6.6625,6.6507,6.698,6.6052,6.7122,6.6029,6.605
Nsa2,12.2389,12.1357,12.1992,12.0935,12.2751,12.1425,11.7626,11.79,11.7809,12.0557,12.0892,12.3039
Ndufb3,10.1904,10.359,10.036,10.1454,10.2843,10.0976,10.181,10.2918,10.4256,10.1222,10.2808,10.4109
Gngt2,6.6983,6.7151,6.7274,6.6229,6.7978,6.7145,6.7972,6.7094,6.769,6.6438,6.8389,6.7114
Cd72,6.6835,6.6607,6.6114,6.5786,6.6691,6.6716,6.6776,6.67,6.5164,6.6528,6.6793,6.6592
Bcl11b,6.8281,6.747,6.7793,6.7618,6.7843,6.7384,6.6692,6.6928,6.7595,6.6901,6.7094,6.7838
Gm5114,6.6151,6.7034,6.6388,6.6491,6.6387,6.6055,6.6426,6.6489,6.6799,6.5775,6.7157,6.6693
Mro,6.5542,6.5427,6.6192,6.4985,6.5688,6.5641,6.6172,6.5867,6.574,6.6298,6.6205,6.5236
Nid2,9.513,9.4714,9.5364,9.8416,9.9044,9.629,9.8435,9.8917,9.487,9.9872,9.6849,9.8244
Tctex1d2,9.8134,9.6082,9.6434,9.6778,9.6336,9.5632,9.5101,9.4696,9.2857,9.4787,9.5937,9.9679
Olfr27,6.6123,6.6103,6.6019,6.6539,6.5464,6.5883,6.6517,6.5874,6.6703,6.6758,6.6704,6.6524
Hsd17b11,7.9894,7.9121,8.0046,7.9211,7.8468,8.0477,7.7561,8.2858,8.329,7.9313,8.2505,7.838
Usp33,9.2394,9.2024,8.9666,8.7008,9.2638,8.8252,9.0575,8.8052,8.6073,9.014,8.7991,8.8544
Spa17,6.6212,6.5676,6.6195,6.6391,6.5688,6.667,6.5762,6.6258,6.6316,6.6558,6.6481,6.6065
Gm7819,6.5866,6.5738,6.5764,6.6655,6.5679,6.5911,6.6407,6.5275,6.6286,6.5528,6.6152,6.6865
Dnajc28,6.6209,6.5859,6.634,6.5808,6.6188,6.6504,6.654,6.5429,6.5805,6.6158,6.5954,6.6407
Plk3,8.9453,8.9976,9.5068,8.9875,8.9138,9.6441,9.5213,9.3609,9.4035,9.4121,9.321,9.2128
Atp1b3,11.2321,10.8489,11.0877,11.0653,10.8646,10.9134,11.3176,10.9664,10.8362,11.3922,11.0813,11.3778
AU021092,6.7206,6.7883,6.8409,6.849,6.8194,6.8122,6.8384,6.9239,6.8089,6.7288,6.7833,6.7377
Lrrtm3,6.6391,6.7092,6.6703,6.6445,6.6272,6.692,6.6739,6.662,6.6458,6.6555,6.7491,6.6047
Chst5,6.7755,6.6277,6.8691,6.7434,6.7177,6.7238,6.805,6.8093,6.9643,6.7409,6.9014,6.7492
Ndufa6,11.4019,11.4069,11.1787,11.3937,11.2249,11.2732,11.5419,11.3905,11.5602,11.4597,11.4201,11.6886
Dpp8,7.1209,7.0465,6.902,7.0652,7.0581,7.0319,7.2459,7.0904,6.9927,7.0277,6.823,6.9715
Rev1,7.6153,7.479,7.4208,7.4303,7.538,7.3989,7.4363,7.3075,7.1795,7.2375,7.1743,7.3897
Ezh2,7.2785,7.162,7.0043,7.1101,7.3168,7.2334,7.2174,7.2876,7.303,7.2248,7.1644,7.0974
Dclre1b,7.8556,7.9354,7.8967,7.8871,7.9797,8.0315,7.8076,7.9016,7.8898,7.8765,7.9829,7.975
Tab1,6.7611,6.6914,6.6829,6.7264,6.6897,6.6473,6.6221,6.6169,6.6055,6.5948,6.6189,6.6852
RP23-38E20.1,7.2157,7.1529,7.3857,7.7381,7.5448,7.8196,8.0093,7.7412,8.0294,7.8434,7.7218,7.9289
AC134839.2,6.692,6.6128,6.6224,6.6827,6.6953,6.6065,6.6616,6.558,6.5876,6.6127,6.6403,6.5372
